review_id,case_id,timestamp,status,reviewer,reason,ai_root_cause,human_root_cause,ai_confidence,human_confidence,ai_osi_layer,human_osi_layer,is_mock
REV-B37599,NET-001,2026-08-23T18:46:44.188641+00:00,PENDING,Network Engineer,,"Router sub-interface GigabitEthernet0/0.10 is administratively down, disabling the default gateway for VLAN 10 and breaking inter-VLAN routing.",N/A,1.0,N/A,Layer 2/3,N/A,False
REV-B37599,NET-001,2026-08-23T18:49:21.446583+00:00,ACCEPTED,Aman,Approved as accurate.,"Router sub-interface GigabitEthernet0/0.10 is administratively down, disabling the default gateway for VLAN 10 and breaking inter-VLAN routing.","Router sub-interface GigabitEthernet0/0.10 is administratively down, disabling the default gateway for VLAN 10 and breaking inter-VLAN routing.",1.0,1.0,Layer 2/3,Layer 2/3,False
REV-72BC75,NET-001,2026-08-23T18:49:45.501560+00:00,PENDING,Network Engineer,,Router sub-interface GigabitEthernet0/0.10 (VLAN 10 Gateway) is administratively down.,N/A,0.99,N/A,Layer 3,N/A,False
REV-6B88F8,NET-001,2026-08-23T18:57:33.130489+00:00,PENDING,N/A,,Router sub-interface GigabitEthernet0/0.10 is down.,N/A,0.95,N/A,Layer 3,N/A,True
REV-6B88F8,NET-001,2026-08-23T18:57:33.174387+00:00,ACCEPTED,Aman,Looks accurate.,Router sub-interface GigabitEthernet0/0.10 is down.,Router sub-interface GigabitEthernet0/0.10 is down.,0.95,0.95,Layer 3,Layer 3,True
REV-1704EB,NET-001,2026-08-23T18:57:33.209777+00:00,PENDING,N/A,,Router sub-interface GigabitEthernet0/0.10 is down.,N/A,0.95,N/A,Layer 3,N/A,True
REV-1704EB,NET-001,2026-08-23T18:57:33.277249+00:00,ACCEPTED,AuditTester,Audit log validation.,Router sub-interface GigabitEthernet0/0.10 is down.,Router sub-interface GigabitEthernet0/0.10 is down.,0.95,0.95,Layer 3,Layer 3,True
REV-97A1E9,NET-001,2026-08-23T18:57:33.308532+00:00,PENDING,N/A,,Router sub-interface GigabitEthernet0/0.10 is down.,N/A,0.95,N/A,Layer 3,N/A,True
REV-97A1E9,NET-001,2026-08-23T18:57:33.363594+00:00,ACCEPTED,Aman,Approved as presented.,Router sub-interface GigabitEthernet0/0.10 is down.,Router sub-interface GigabitEthernet0/0.10 is down.,0.95,0.95,Layer 3,Layer 3,True
REV-69651C,NET-001,2026-08-23T18:57:33.408235+00:00,PENDING,N/A,,Router sub-interface GigabitEthernet0/0.10 is down.,N/A,0.95,N/A,Layer 3,N/A,True
REV-69651C,NET-001,2026-08-23T18:57:33.475921+00:00,ACCEPTED,Rev1,Approved as presented.,Router sub-interface GigabitEthernet0/0.10 is down.,Router sub-interface GigabitEthernet0/0.10 is down.,0.95,0.95,Layer 3,Layer 3,True
REV-6C287A,NET-001,2026-08-23T18:57:33.557570+00:00,PENDING,N/A,,Router sub-interface GigabitEthernet0/0.10 is down.,N/A,0.95,N/A,Layer 3,N/A,True
REV-6C287A,NET-001,2026-08-23T18:57:33.632290+00:00,MODIFIED,Rev2,Correction,Router sub-interface GigabitEthernet0/0.10 is down.,Correction test,0.95,0.95,Layer 3,Layer 3,True
REV-45693B,NET-001,2026-08-23T18:57:33.701775+00:00,PENDING,N/A,,Router sub-interface GigabitEthernet0/0.10 is down.,N/A,0.95,N/A,Layer 3,N/A,True
REV-45693B,NET-001,2026-08-23T18:57:33.792267+00:00,REJECTED,Rev3,Rejection test,Router sub-interface GigabitEthernet0/0.10 is down.,N/A,0.95,N/A,Layer 3,N/A,True
REV-BEFFEF,NET-001,2026-08-23T18:57:33.857106+00:00,PENDING,N/A,,Router sub-interface GigabitEthernet0/0.10 is down.,N/A,0.95,N/A,Layer 3,N/A,True
REV-BDB119,NET-001,2026-08-23T18:57:33.912826+00:00,PENDING,N/A,,Router sub-interface GigabitEthernet0/0.10 is down.,N/A,0.95,N/A,Layer 3,N/A,True
REV-BDB119,NET-001,2026-08-23T18:57:33.993804+00:00,MODIFIED,Aman,Refined root cause explanation for clarity.,Router sub-interface GigabitEthernet0/0.10 is down.,Human corrected root cause: VLAN 10 interface shutdown.,0.95,1.0,Layer 3,Layer 3,True
REV-A6C4E7,NET-001,2026-08-23T18:57:34.048629+00:00,PENDING,N/A,,Router sub-interface GigabitEthernet0/0.10 is down.,N/A,0.95,N/A,Layer 3,N/A,True
REV-A8F213,NET-001,2026-08-23T18:57:34.094521+00:00,PENDING,N/A,,Router sub-interface GigabitEthernet0/0.10 is down.,N/A,0.95,N/A,Layer 3,N/A,True
REV-8A3042,NET-001,2026-08-23T18:57:34.144720+00:00,PENDING,N/A,,Router sub-interface GigabitEthernet0/0.10 is down.,N/A,0.95,N/A,Layer 3,N/A,True
REV-8A3042,NET-001,2026-08-23T18:57:34.195286+00:00,REJECTED,Aman,Incorrect root cause identified by AI.,Router sub-interface GigabitEthernet0/0.10 is down.,N/A,0.95,N/A,Layer 3,N/A,True
REV-00D119,NET-005,2026-08-23T19:06:15.863272+00:00,PENDING,Network Engineer,,Potential issue related to: Web server port 80 unreachable from Sales subnet,N/A,0.7,N/A,Layer 4,N/A,True
REV-B9B01B,NET-005,2026-08-23T19:06:44.692502+00:00,PENDING,Network Engineer,,Extended Access Control List (ACL) 101 explicitly denies TCP port 80 (HTTP) traffic from the Sales subnet (192.168.10.0/24) to the Web Server (10.0.0.10).,N/A,0.98,N/A,Layer 4,N/A,False
